Views,Post_Date,Description,Hashtags,Music,Likes,Comments,Shares,Saves,Engagement_Rate,Total_Engagement,Gemini_Keywords
4248,2025-03-12 18:34:16,Jangan kesini kalau kamu gak mau dapet harga AMBYAR!💗  Kapan lagi Scarlett kasih diskon besar-besaran kayak gini? Yuk checkout sekarang🛍 #SuperBrandDay,-,original sound  - Scarlett Whitening Official,18,1,1,2,0.5178907721280603,22,"[""Scarlett"", ""diskon"", ""harga"", ""Ambyar"", ""SuperBrandDay"", ""checkout""]"
2297,2025-03-12 18:34:49,"Mau glowing sebelum lebaran? BISAA✨  Scarlett dukung kamu buat glowing lebaran nanti dengan kasih promo BESAR-BESARAAN💗  Jangan sampai kehabisan, yuk stok buat lebaran! Checkout sekarangg🛍 #SuperBrandDay",-,original sound  - Scarlett Whitening Official,6,0,2,1,0.391815411406182,9,"[""glowing"", ""lebaran"", ""promo"", ""Scarlett"", ""SuperBrandDay"", ""stok"", ""checkout""]"
2800,2025-03-12 18:35:20,"99 problems, 1 solution BLUE HYDRA #SuperBrandDay",-,original sound  - Scarlett Whitening Official,16,2,0,0,0.6428571428571428,18,"[""Blue Hydra"", ""solution"", ""problems"", ""SuperBrandDay""]"
6095,2025-03-12 18:35:51,Situasi penuh kesadaran disaat suruh take konten promo😃 #SuperBrandDay,-,original sound  - Scarlett Whitening Official,32,5,0,1,0.623461853978671,38,"[""konten"", ""promo"", ""SuperBrandDay"", ""take""]"
4860,2025-03-12 18:36:27,Tanya ke rekomendasi perfume buat bukber!  Kalau kamu bukber pakai parfum apa? Komen di kolom komentar yaa🩷,-,original sound  - Scarlett Whitening Official,23,2,0,4,0.5967078189300412,29,"[""rekomendasi"", ""perfume"", ""bukber"", ""parfum"", ""komentar""]"
4141,2025-03-11 18:36:58,"Selama bulan puasa, harus minum dan tidur yang cukup biar puasa gak lemes🤍 #ManisnyaRamadan ",#ManisnyaRamadan ,original sound  - Scarlett Whitening Official,24,4,0,1,0.7003139338324077,29,"[""minum"", ""tidur"", ""puasa"", ""cukup""]"
3777,2025-03-11 18:37:29,Coba aja tau ini dari dulu🥰  Pasti bakal healthy dan plumpy lebih cepet!💙  ❤️ Red Exfo + 💙 Blue Hydra  Perfect match untuk kulit sehat-ku~  Yuk checkout sekarang✨ #SuperBrandDay  #LevelUpYourHydration ,"#SuperBrandDay , #LevelUpYourHydration ",original sound  - Scarlett Whitening Official,20,2,3,2,0.7148530579825259,27,"[""healthy"", ""plumpy"", ""Red Exfo"", ""Blue Hydra"", ""kulit sehat"", ""hydration""]"
3459,2025-03-11 18:38:00,"Tips Anti di Ghosting Gebetan! Pakai Body Lotion Scarlett gebetan auto gak akan nge ghosting, yuk checkout #SuperBrandDay ",#SuperBrandDay ,original sound  - Scarlett Whitening Official,16,0,0,1,0.4914715235617231,17,"[""Body Lotion"", ""Scarlett"", ""kulit""]"
6293,2025-03-11 18:40:23,Glowing affordable! Scarlett body lotion tube 20 ribuan aja di special Super Brand Day Sale! #SuperBrandDay  ,#SuperBrandDay ,original sound  - Scarlett Whitening Official,22,0,0,0,0.3495947878595264,22,"[""Glowing"", ""affordable"", ""Scarlett"", ""body lotion"", ""tube""]"
18600,2025-03-11 18:40:58,Sedih banget....  Alias BOONG~ Promo kali ini BANYAK BANGEEETTT💗 Minett sampai takut kalap😣  Yuk checkout sekarang 🛍 #SuperBrandDay  ,#SuperBrandDay ,original sound  - Scarlett Whitening Official,76,5,1,1,0.44623655913978494,83,"[""Promo"", ""Scarlett""]"
2833,2025-03-11 18:41:29,Rayakan Manisnya Ramadan bersama Extrait de Parfum Banana Fusion & Caramel Latte✨🤍 #PerfectScentForEveryMoment  #ManisnyaRamadan ,"#PerfectScentForEveryMoment , #ManisnyaRamadan ",original sound  - Scarlett Whitening Official,17,3,2,2,0.8471584892340276,24,"[""Parfum"", ""Extrait de Parfum"", ""Banana Fusion"", ""Caramel Latte"", ""PerfectScent"", ""Ramadan""]"
94400,2025-03-11 18:42:02,"Ini dia alasan kenapa kamu harus checkout Scarlett, Parfum Caramel Latte + Banana dari 75rb jadi 60rb #SuperBrandDay  ",#SuperBrandDay ,original sound  - Scarlett Whitening Official,316,1,16,26,0.3802966101694915,359,"[""Scarlett"", ""Parfum"", ""Caramel Latte"", ""Banana"", ""promo"", ""SuperBrandDay"", ""checkout""]"
2860,2025-03-11 18:42:35,Ketika Minett ketahuan punya promo gede-gedean...  Buruan langsung checkout gak sih? Kapan lagi Scarlett promonya segede ini?😍 #SuperBrandDay  ,#SuperBrandDay ,original sound  - Scarlett Whitening Official,8,0,0,1,0.3146853146853147,9,"[""promo"", ""gede-gedean"", ""Scarlett"", ""SuperBrandDay"", ""checkout""]"
2705,2025-03-11 18:43:09,Daripada bengong... Mending checkout promo bundling Scarlett😍  #SuperBrandDay  ,#SuperBrandDay ,original sound  - Scarlett Whitening Official,15,0,0,0,0.5545286506469501,15,"[""promo"", ""bundling"", ""Scarlett"", ""SuperBrandDay"", ""checkout""]"
5687,2025-03-10 18:43:40,"Yang katanya Scarlett mahal, mana ada mahal orang semua ini beli 5 produk bisa dapet 10 produk☺️ #SuperBrandDay ",#SuperBrandDay ,original sound  - Scarlett Whitening Official,31,0,1,2,0.5978547564621066,34,"[""Scarlett"", ""mahal"", ""promo"", ""produk"", ""SuperBrandDay"", ""beli 5 dapat 10""]"
2982,2025-03-10 18:44:11,"Ini nih lotion yang viral banget, Scarlett Body Lotion. Kamu bisa beli di sini mumpung lagi ada diskon 50%, kalau mau yang tube cuma 20rban #SuperBrandDay  ",#SuperBrandDay ,original sound  - Scarlett Whitening Official,16,0,0,0,0.5365526492287056,16,"[""lotion"", ""viral"", ""Scarlett"", ""diskon"", ""tube""]"
784,2025-03-10 18:44:42,Scarlett SPECIAL Promo Bundling💗✨  Bright & Fresh Kit A dari harga 582RIBU jadi 422RIBU-an aja~  Tunggu apalagi? Yuk checkout SEKARANG🛍 #SuperBrandDay ,#SuperBrandDay ,original sound  - Scarlett Whitening Official,5,0,0,1,0.7653061224489796,6,"[""Promo"", ""Bundling"", ""Bright"", ""Fresh"", ""Scarlett"", ""diskon""]"
4385,2025-03-10 18:45:16,"Pernah atau Gak Pernah edisi Ramadan🌟  Ngabuburit kali ini, kita seru-seruan bareng kak Jenahara di challenge Never Have I Ever edisi Ramadan!  Siapa nih yang relate banget sama jawabannya? 🤣  Coba share di kolom komentar hal unik yang pernah kamu lakuin di bulan Ramadan🌙 #ManisnyaRamadan  #ScarlettXJenaharaNasution  #PerfectScentForEveryMoment ","#ManisnyaRamadan , #ScarlettXJenaharaNasution , #PerfectScentForEveryMoment ",original sound  - Scarlett Whitening Official,28,0,0,2,0.6841505131128849,30,"[""Ramadan"", ""Jenahara"", ""Scarlett"", ""challenge"", ""share"", ""komentar""]"
2716,2025-03-10 18:45:48,"✨Ramadan Skin Tips✨  Mau kulit kamu tetap terawat selama Ramadan? Sinih Minett kasih tips buat selalu glowing, plumpy, dan healthy~   Ramadan bukan jadi alasan untuk kamu males-malesan rawat kulit, Sahabat Scarlett Tetap harus konsisten ya! #LevelUpYourHydration  #SuperBrandDay  ","#LevelUpYourHydration , #SuperBrandDay ",original sound  - Scarlett Whitening Official,17,0,6,0,0.8468335787923417,23,"[""Ramadan"", ""Skin"", ""Tips"", ""glowing"", ""plumpy"", ""healthy"", ""terawat""]"
4593,2025-03-10 18:46:19,"What's in this cute boxes? Ofcourse it's Scarlett NEW Perfumes  🍌Extrait de Parfum Banana Fusion Floral, Musky, Vanilla Wangi tahan lebih lama  Wellness Scentz™️ technology yang meningkatkan positivitas pada diri agar lebih percaya diri dan optimis.  ☕️Extrait de Parfum Caramel Latte Sweet, Gourmand Wangi lebih tahan lama Well-being technology yang bantu ningkatkan mood   #ManisnyaRamadan  #ScarlettXJenaharaNasution  #PerfectScentForEveryMoment  ","#ManisnyaRamadan , #ScarlettXJenaharaNasution , #PerfectScentForEveryMoment ",suara asli  - Scarlett Whitening Official,37,8,7,4,1.2192466797300239,56,"[""Perfumes"", ""Scarlett"", ""Parfum"", ""Banana"", ""Caramel"", ""tahan lama"", ""technology""]"
2797,2025-03-10 18:46:50,Beli yang mana ya? Ah! Mending semuanya aja deh. Mumpung lagi 37RIBU-an aja🥰  Yakin kamu gak mau juga? Yuk checkout sekarang dan dapetin promonya🛍 #SuperBrandDay  ,#SuperBrandDay ,original sound  - Scarlett Whitening Official,11,2,1,2,0.572041473006793,16,"[""promo"", ""SuperBrandDay"", ""checkout"", ""beli"", ""37RIBU-an""]"
2176,2025-03-10 18:47:22,Bulan Ramadan kulit kamu kering? Jangan sampai deh😖  Pakai Blue Hydra setiap pagi dan malam untuk menghidrasi kulit kamu💙 💙 Azulene-Allantoin 💙 15% Hydra-Moist  Yuk checkout sekarang ✨ #LevelUpYourHydration  #SuperBrandDay  ,"#LevelUpYourHydration , #SuperBrandDay ",original sound  - Scarlett Whitening Official,12,0,4,0,0.7352941176470588,16,"[""Ramadan"", ""kulit kering"", ""Blue Hydra"", ""menghidrasi"", ""Azulene-Allantoin"", ""Hydra-Moist"", ""LevelUpYourHydration""]"
2523,2025-03-10 18:47:55,Selalu ingat untuk jalani suka dan dukanya hidup dengan hati yang tenang🤍  #ManisnyaRamadan  ,#ManisnyaRamadan ,original sound  - Scarlett Whitening Official,18,0,0,0,0.713436385255648,18,"[""ManisnyaRamadan"", ""hati yang tenang"", ""suka dan duka"", ""hidup""]"
1953,2025-03-10 18:48:26,"You'll never get rid of REDNESS  But... look at me now!✨ Gak ada yang mustahil, penanganan yang tepat dan konsisten adalah kunci🔑  Yuk checkout sekarang🛍 #LevelUpYourHydration  #SuperBrandDay  ","#LevelUpYourHydration , #SuperBrandDay ",original sound  - Scarlett Whitening Official,17,3,1,0,1.0752688172043012,21,"[""REDNESS"", ""penanganan"", ""konsisten"", ""kunci"", ""LevelUpYourHydration"", ""checkout"", ""SuperBrandDay""]"
2836,2025-03-10 18:48:57,"Bisik-bisik mulu emang ada apa sih, ada promo Scarlett Super Brand Day Sale! Diskon up to 50% #SuperBrandDay  ",#SuperBrandDay ,original sound  - Scarlett Whitening Official,24,2,0,1,0.9520451339915375,27,"[""promo"", ""Super Brand Day Sale"", ""Diskon"", ""Scarlett"", ""SuperBrandDay"", ""bisik-bisik""]"
3839,2025-03-10 18:49:28,Special Super Brand Day kamu bisa dapat priduk start 37RB-an😍  Join live sekarang✨ #SuperBrandDay  ,#SuperBrandDay ,original sound  - Scarlett Whitening Official,19,3,2,1,0.6512112529304506,25,"[""SuperBrandDay"", ""promo"", ""produk"", ""murah"", ""37RB-an""]"
6846,2025-03-10 18:50:00,💫Seru-seruan bareng Sahabat Scarlett di Scarlett Iftar Gathering!💫  Kira-kira apa kata Sahabat Scarlett yang sudah terpilih menjadi bagian dari acara ini ya?🧐  Mau ikutan acara-acara kayak gini juga? Ayo klik link di bio dan daftar Scarlett Beautyverse Loyalty Program sekarang juga🤩 #ManisnyaRamadan  ,#ManisnyaRamadan ,original sound  - Scarlett Whitening Official,44,0,1,2,0.6865322816243062,47,"[""Sahabat Scarlett"", ""Scarlett Iftar Gathering"", ""acara"", ""Beautyverse Loyalty Program"", ""daftar"", ""link di bio""]"
7655,2025-03-10 18:55:06,Jangan lupa untuk menghabiskan momen ramadan bersama orang tersayang🤍 #ManisnyaRamadan ,#ManisnyaRamadan ,original sound  - Scarlett Whitening Official,114,2,0,2,1.541476159372959,118,"[""momen ramadan"", ""orang tersayang""]"
12700,2025-03-10 18:55:40,"""Capek” nyari kunci, eh kuncinya harus checkout promo Super Brand Day Scarlett #SuperBrandDay ",#SuperBrandDay ,original sound  - Scarlett Whitening Official,73,0,0,1,0.5826771653543307,74,"[""Super Brand Day"", ""promo"", ""Scarlett"", ""checkout""]"
4717,2025-03-09 18:56:11,Apa gak rugi Scarlett beli 3 dapat 6? Gak dong!   Di Super Brand Day kamu bisa beli 3 produk start from 99RB aja😍 Checkout now!  #SuperBrandDay ,#SuperBrandDay ,original sound  - Scarlett Whitening Official,27,1,3,1,0.6783972864108544,32,"[""rugi"", ""beli 3 dapat 6"", ""Super Brand Day"", ""produk"", ""99RB"", ""checkout"", ""Scarlett""]"
2405,2025-03-09 18:56:45,Retinol cuma 30RIBU-an?😱  Wah! Harus chekout sekarang nih😖 Glowing bareng Scarlett se-murah ini🥰  Kamu juga jangan sampai kehabisan ya🛍 #SuperBrandDay  ,#SuperBrandDay ,original sound  - Scarlett Whitening Official,17,0,0,1,0.7484407484407485,18,"[""Retinol"", ""Glowing"", ""Scarlett"", ""Murah"", ""SuperBrandDay""]"
3697,2025-03-09 18:57:16,"Bulan puasa, skincare kamu gak boleh ikutan puasa juga ya👀  Harus tetap mendapatkan nutrisi secara maksimal untuk goals glowing saat lebaran🥰 Ini reminder dari Minett buat skincare kamu di bulan Ramadan💗  #LevelUpYourGlowingSkin  #LevelUpYourHydration  #SuperBrandDay  ","#LevelUpYourGlowingSkin , #LevelUpYourHydration , #SuperBrandDay ",original sound  - Scarlett Whitening Official,27,0,2,3,0.8655666756829862,32,"[""Puasa"", ""Skincare"", ""Nutrisi"", ""Glowing"", ""Lebaran"", ""Reminder"", ""Hydration""]"
5038,2025-03-09 18:57:47,"Ku beri satu permintaan! Kamu mau apa?   Mau produk baru Scarlett promo besar-besaran? BOLEH!   Scarlett kabulin, yuk checkout sekarang🛍 #SuperBrandDay  ",#SuperBrandDay ,original sound  - Scarlett Whitening Official,33,0,0,0,0.6550218340611353,33,"[""Scarlett"", ""Promo"", ""Produk baru"", ""SuperBrandDay"", ""Checkout""]"
5041,2025-03-09 18:58:21,Recap keseruan iftar gathering Scarlett🩷 Dengan tema #manisnyaramadan  kita ingin menginspirasi kebaikan melalui berbagai kegiatan penuh makna🩷  Dalam bukber tahun ini Scarlett juga ingin memperkenalkan @zaskiadyamecca sebagai Scarlett Beauty Impact Advocate untuk menjalankan misi bersama mensejahterakan para perempuan dan menyebarkan lebih banyak kebaikan🩷🩷  #manisnyaramadan  ,"#manisnyaramadan , #manisnyaramadan ",original sound  - Scarlett Whitening Official,51,4,1,3,1.1704026978774051,59,"[""Iftar"", ""Scarlett"", ""ManisnyaRamadan"", ""Beauty Impact Advocate"", ""ZaskiaAdyaMecca"", ""Perempuan"", ""Kebaikan""]"
6257,2025-03-09 18:58:52,"LOKOTRE! LOKOTRE!  Kapan lagi bisa ketemu promo sebanyak ini?!😍  Makanya, checkout sekarang buat dapetin best price dari Scarlett🛍 #SuperBrandDay ",#SuperBrandDay ,original sound  - Scarlett Whitening Official,29,0,3,2,0.5433914016301742,34,"[""Promo"", ""Best price"", ""Scarlett"", ""SuperBrandDay"", ""Checkout"", ""LOKOTRE""]"
5994,2025-03-09 18:59:24,Scarlett NEW! Perfume in collaboration with Jenahara Nasution🩷  Ramadan yang hangat dan ceria dengan Banana Fusion🍌  Ciptakan momen hangat bersama keluarga di bulan Ramadan dengan Caramel Latte. ☕️  #ManisnyaRamadan  #PerfectScentForEveryMoment  ,"#ManisnyaRamadan , #PerfectScentForEveryMoment ",original sound  - Scarlett Whitening Official,56,0,6,2,1.0677344010677345,64,"[""Scarlett"", ""Perfume"", ""Jenahara Nasution"", ""Banana Fusion"", ""Caramel Latte"", ""Ramadan""]"
5669,2025-03-09 18:59:55,"‼️DANCE CHALLENGE RAMADAN‼️  🎁Menangkan hadiah exclusive mulai dari 1 tahun bodycare gratis sampai 1 handphone😱  🗣️Challenge ini bisa kamu ikuti di TikTok loh!  Syaratnya gampang, cukup ikuti langkah-langkah di bawah ini:  💜 Cara Ikutan: 1️⃣ Buat video dance sesuai kreativitas kamu dengan lagu Ramadhan Happy & Pretty 2️⃣ Upload di Instagram (Reels/Feed/Story) atau TikTok 3️⃣ Mention & Follow Instagram @.scarlettofficial @.scarlettbeautyverse. Dan TikTok @scarlett_whitening 4️⃣ Gunakan hashtag: #HappyAndPrettyChallenge  ",#HappyAndPrettyChallenge ,original sound  - Scarlett Whitening Official,45,0,6,3,0.9525489504321749,54,"[""Dance Challenge"", ""Ramadan"", ""bodycare"", ""gratis"", ""TikTok"", ""Scarlett"", ""hadiah exclusive""]"
8106,2025-03-09 19:00:27,Kenapa hal-hal kecil harus bohong? Ternyata gua bisa dapetin produk-produk Scarlett dengan harga diskon 50%   Ternyata Diskon segede ini cuma ada di Special Super Brand day aja Ternyata gua juga bisa dapetin Scarlett Body Lotion Tube cuma 20 ribuan aja! #SuperBrandDay  ,#SuperBrandDay ,original sound  - Scarlett Whitening Official,34,0,2,2,0.46878855169010614,38,"[""Scarlett"", ""diskon"", ""50%"", ""Super Brand Day"", ""Body Lotion"", ""Tube"", ""20 ribuan""]"
7004,2025-03-08 19:00:58,Jangan lupa menjaga tali silahturahmi dengan orang tersayang selama bulan Ramadan🩷  #ManisnyaRamadan   ,#ManisnyaRamadan ,original sound  - Scarlett Whitening Official,54,0,0,2,0.799543118218161,56,"[""Ramadan"", ""silahturahmi"", ""orang tersayang""]"
6189,2025-03-08 19:01:29,Kenapa sih hal sekecil ini harus bohong?😭   #SuperBrandDay  ,#SuperBrandDay ,original sound  - Scarlett Whitening Official,19,0,1,0,0.3231539828728389,20,"[""Super Brand Day""]"
14400,2025-03-08 19:02:00,"Promo Super Brand Day, beli sepaket satuannya cuma 60RB-an😍  Go checkout now!🛍️ #SuperBrandDay ",#SuperBrandDay ,original sound  - Scarlett Whitening Official,64,1,5,3,0.5069444444444444,73,"[""Promo"", ""Super Brand Day"", ""beli"", ""sepaket"", ""checkout""]"
6718,2025-03-08 19:02:32,"Ubur-ubur ikan lele, daripada mikirin takjil mending kita checkout Scarlett le🤣  Yuk checkout sebelum kehabisan🛍 #SuperBrandDay  ",#SuperBrandDay ,original sound  - Scarlett Whitening Official,29,0,4,3,0.5358737719559392,36,"[""checkout"", ""Scarlett"", ""Super Brand Day"", ""kehabisan"", ""beli""]"
4896,2025-03-08 19:03:03,Gak terasa ya sudah seminggu aja Ramadan!🫶🏻  Jangan lupa menghabiskan waktu berouasa kamu dengan melakukan kegiatan positif #ManisnyaRamadan ,#ManisnyaRamadan ,original sound  - Scarlett Whitening Official,39,0,4,1,0.8986928104575163,44,"[""Ramadan"", ""kegiatan positif"", ""puasa"", ""menghabiskan waktu"", ""ManisnyaRamadan""]"
8483,2025-03-08 19:03:37,"‼️ Reminder untuk Sahabat Scarlett ‼️  SUPER BRAND DAY IS COMING 💞  Cus checkout sekarang, jangan sampai kehabisan🥰 #SuperBrandDay ",#SuperBrandDay ,original sound  - Scarlett Whitening Official,42,0,6,0,0.5658375574678769,48,"[""Reminder"", ""Sahabat Scarlett"", ""Super Brand Day"", ""checkout"", ""kehabisan""]"
4045,2025-03-07 19:04:08,Ciptakan momen hangat bersama keluarga di bulan Ramadan dengan Extrait de Parfum Caramel Latte  #ManisnyaRamadan ,#ManisnyaRamadan ,original sound  - Scarlett Whitening Official,21,2,6,1,0.7416563658838072,30,"[""keluarga"", ""Ramadan"", ""Parfum"", ""Caramel Latte"", ""ManisnyaRamadan"", ""momen hangat""]"
5516,2025-03-07 19:04:39,"Food truck Scarlett is back!!🩷 Hari kedua puasa kemarin Kak felito dan tim Scarlett berbagi #ManisnyaRamadan  ke warga Pondok Pucung🩷  Bersyukur bisa berbagi lagi di Ramadan tahun ini, next kira-kira kita kemana lagi ya?🤔 ",#ManisnyaRamadan ,original sound  - Scarlett Whitening Official,55,1,1,3,1.0877447425670776,60,"[""Scarlett"", ""ManisnyaRamadan"", ""berbagi"", ""warga"", ""Ramadan""]"
3478,2025-03-07 19:07:08,"Lagi musim apa? lagi musim promo super brand day! Buy more save more, setiap product-product Scarlett #SuperBrandDay ",#SuperBrandDay ,original sound  - Scarlett Whitening Official,15,0,1,4,0.5750431282346177,20,"[""promo"", ""SuperBrandDay"", ""Scarlett"", ""buy more save more"", ""product""]"
3685,2025-03-07 19:07:42,Bingung mau checkout apa? checkout aja Scarlett new perfume Caramel Latte dan Banana Fusion  Mumpung lagi promo! #SuperBrandDay ,#SuperBrandDay ,original sound  - Scarlett Whitening Official,32,5,4,4,1.2211668928086838,45,"[""checkout"", ""Scarlett"", ""perfume"", ""Caramel Latte"", ""Banana Fusion"", ""promo"", ""SuperBrandDay""]"
5868,2025-03-07 19:08:16,"Dengan kesadaran penuh... Gak pernah absen buat checkout produk Scarlett💗  Siapa lagi kalo bukan aku?🥰 Sebelum kehabisan, mending checkout sekarang deh🛍 #SuperBrandDay  ",#SuperBrandDay ,original sound  - Scarlett Whitening Official,25,0,0,0,0.42603953646898435,25,"[""checkout"", ""produk"", ""Scarlett"", ""SuperBrandDay"", ""kehabisan""]"
28700,2025-03-07 19:08:48,"Dulu mimpi, sekarang bukti!✨  Dari satu langkah kecil, jadi deretan penghargaan yang bikin terharu 🥹  Terima kasih buat semua Sahabat Scarlett yang udah jadi bagian dari perjalanan ini! Ke depannya, Scarlett bakal terus berinovasi & kasih yang terbaik buat kalian! 💕  Scarlett Level Up Your Beauty",-,original sound  - Scarlett Whitening Official,640,20,10,18,2.397212543554007,688,"[""Scarlett"", ""penghargaan"", ""Sahabat Scarlett"", ""perjalanan"", ""inovasi"", ""terbaik"", ""Level Up Your Beauty""]"
3738,2025-03-07 19:09:19,Go checkout Body Lotion Tube karena di Super Brand Day harganya start 20RB-an aja😍  Yuk checkout sebelum kehabisan🛍 #SuperBrandDay  ,#SuperBrandDay ,original sound  - Scarlett Whitening Official,21,0,0,1,0.588550026752274,22,"[""Body Lotion"", ""Super Brand Day"", ""promo"", ""murah"", ""Scarlett""]"
12500,2025-03-07 19:09:50,"BEST promo this month🥰  KHUSUS untuk Sahabat Scarlett, promo besar-besaran‼️ Beli 7 produk Scarlett bisa dapat banyak freegift💚  Kapan lagi bonus besar-besaran kayak gini? Yuk checkout sebelum kehabisan🛍 #SuperBrandDay ",#SuperBrandDay ,original sound  - Scarlett Whitening Official,66,0,1,0,0.536,67,"[""promo"", ""Scarlett"", ""freegift"", ""bonus"", ""Super Brand Day"", ""beli 7""]"
5086,2025-03-07 19:10:21,Puasa day 6!  Menjelang buka puasa rasanya pengen makan semuanya gak sih? Laper mata banget🥹 Tapi ingat! Harus belajar merasa cukup agar tidak mubazir dan terus bersyukur❤️   #ManisnyaRamadan ,#ManisnyaRamadan ,original sound  - Scarlett Whitening Official,39,2,2,2,0.8847817538340543,45,"[""puasa"", ""Ramadan"", ""bersyukur"", ""makanan"", ""cukup""]"
40400,2025-03-06 19:10:52,"Introducing Scarlett x Jenahara Nasution NEW! Perfume Caramel Latte  ☕️Sweet, Gourmand 🕐Wangi lebih tahan lama 💫Well-being technology yang bantu ningkatkan mood   Ciptakan momen hangat bersama keluarga di bulan Ramadan dengan Extrait de Parfum Caramel Latte. #ManisnyaRamadan  ",#ManisnyaRamadan ,original sound  - Scarlett Whitening Official,197,20,19,16,0.6237623762376238,252,"[""Scarlett"", ""Jenahara Nasution"", ""Perfume"", ""Caramel Latte"", ""tahan lama"", ""mood"", ""Ramadan""]"
