Views,Post_Date,Description,Hashtags,Music,Likes,Comments,Shares,Saves,Engagement_Rate,Total_Engagement,Gemini_Keywords
6741,2025-03-10 20:06:25,yang penting pelan-pelan kan yah maksudnya…… 😂😂🤭🫣😆 #MSGLOWBEAUTY  #msglowbeauty  ,"#MSGLOWBEAUTY , #msglowbeauty ",Kyoto City Night - SPEARS69 & Satria Petir & Eko Ardian,186,6,7,9,3.085595608960095,208,"[""MSGLOWBEAUTY"", ""msglowbeauty""]"
8111,2025-03-10 20:06:56,Cobain langsung produk terbarunya MSGLOW di acara Connecting For Souls by Hameeda🤩✨❤️ #msglowbeauty  #MSGLOWBEAUTY  ,"#msglowbeauty , #MSGLOWBEAUTY ",original sound  - msglow.beauty,161,0,4,0,2.0342744421156453,165,"[""MSGLOW"", ""produk terbaru"", ""acara"", ""Connecting For Souls"", ""Hameeda""]"
13900,2025-03-09 20:07:29,Visit Factory MSGlow Beauty bersama kak Widya eliteglowbal 🤩  Seru banget nih ngeluhat proses pembuatan produk MSGlow Beauty secara langsungg ✨  #MSGlowBeauty  #MSGlow  #Skincare  #pabrikmsglow  ,"#MSGlowBeauty , #MSGlow , #Skincare , #pabrikmsglow ",original sound  - msglow.beauty,303,14,7,3,2.352517985611511,327,"[""Factory MSGlow Beauty"", ""Widya eliteglowbal"", ""proses pembuatan"", ""produk MSGlow Beauty"", ""Skincare"", ""pabrikmsglow""]"
10600,2025-03-09 20:10:09,Iyaa iyaa gak lama lama kok untuk pake White BB Premium sat set muka auto glowup 🤗 #msglowbeauty  #whitebbpremiummsglow   ,"#msglowbeauty , #whitebbpremiummsglow ",original sound  - msglow.beauty,220,4,24,8,2.4150943396226414,256,"[""White BB Premium"", ""sat set"", ""muka"", ""auto glowup"", ""msglowbeauty""]"
16600,2025-03-08 20:10:40,Ini nih keuntungan jadi seller MSGlow Beauty 🤩 bisa lihat pabriknya langsung loh!!!!  #MSGlowBeauty  #MSGlow  #Skincare  #pabrikmsglow  ,"#MSGlowBeauty , #MSGlow , #Skincare , #pabrikmsglow ",suara asli  - msglow.beauty,211,15,2,5,1.4036144578313254,233,"[""keuntungan"", ""seller MSGlow Beauty"", ""lihat pabrik"", ""Skincare"", ""pabrikmsglow""]"
25700,2025-03-08 20:11:11,"Dalam proses produksi produk MSGlow Beauty tentu saja harus sesuai dengan SOP ya beauties 🙌🏻 termasuk dalam kebersihan, kerapian dan sudah menggunakan alat yg canggih 🤩  #MSGlowBeauty  #MSGlow  #Skincare  #pabrikmsglow  ","#MSGlowBeauty , #MSGlow , #Skincare , #pabrikmsglow ",suara asli  - msglow.beauty,470,46,16,16,2.132295719844358,548,"[""proses produksi"", ""produk MSGlow Beauty"", ""SOP"", ""kebersihan"", ""alat canggih"", ""Skincare"", ""pabrikmsglow""]"
11000,2025-03-07 20:11:42,"Di balik reruntuhan, ada harapan yang tak boleh padam.🥀  Tepat di Bulan Suci Ramadhan ini, ungkapan duka yang mendalam untuk korban bencana banjir Bekasi🖤🥀  sebagai bentuk peduli MSGLOW Beauty, kami hadir untuk mengunjungi posko korban bencana banjir Bekasi untuk memberikan dukungan, semangat bagi saudara kita yang terdampak❤️  Sedikit kehangatan dan doa dari kita, semoga akan tetap selalu tersalurkan dan bermanfaat💗 #msglowbeauty  ",#msglowbeauty ,Kyoto City Night - SPEARS69 & Satria Petir & Eko Ardian,270,4,6,1,2.5545454545454547,281,"[""msglowbeauty"", ""peduli"", ""dukungan"", ""bencana"", ""banjir""]"
123400,2025-03-06 20:12:13,Tenggorokan boleh kering tapi kulit jangan 🩵✨🥰 #msglowbeauty  #ramadan  #promoramadhan  #bodydosting  #whitefortebodylotion  ,"#msglowbeauty , #ramadan , #promoramadhan , #bodydosting , #whitefortebodylotion ",original sound  - msglow.beauty,273,5,38,13,0.266612641815235,329,"[""msglowbeauty"", ""kulit"", ""kering"", ""bodydosting"", ""whitefortebodylotion"", ""ramadan""]"
24100,2025-03-06 20:12:46,Coba komen kata-kata hari ini yang menarik versi kamu 🩵✨ #msglowbeauty  #ultimateseriesmsglow  ,"#msglowbeauty , #ultimateseriesmsglow ",Kyoto City Night - SPEARS69 & Satria Petir & Eko Ardian,601,68,45,14,3.0207468879668053,728,"[""msglowbeauty"", ""ultimateseriesmsglow""]"
136800,2025-03-06 20:13:17,Yuk berburu promo ramadan MSGLOW Beauty sebelum kehabisan 🩵✨ #msglowbeauty  #ramadan  #promoramadhan  ,"#msglowbeauty , #ramadan , #promoramadhan ",Kyoto City Night - SPEARS69 & Satria Petir & Eko Ardian,377,0,9,7,0.28728070175438597,393,"[""msglowbeauty"", ""promo"", ""ramadan"", ""promoramadhan""]"
10000,2025-03-05 00:00:00,✨ The Power of White Cell DNA Serum✨ #MSGLOWBEAUTY  ,#MSGLOWBEAUTY ,original sound  - msglow.beauty,266,12,132,20,4.3,430,"[""msglowbeauty"", ""whitecelldna"", ""serum""]"
26400,2025-03-05 00:00:00,Ini alasannya kenapa White Cell DNA jadi salah satu kandungan yang ampuh banget untuk permasalahan anti aging dan mencerahkan 🩵✨ #whitecelldna  #msglowbeauty  ,"#whitecelldna , #msglowbeauty ",Kyoto City Night - SPEARS69 & Satria Petir & Eko Ardian,457,41,62,21,2.2007575757575757,581,"[""White Cell DNA"", ""anti aging"", ""mencerahkan"", ""kandungan"", ""ampuh""]"
122800,2025-03-04 00:00:00,Kapan lagi nemuin sunscreen yang gak cuman proteksi kulit wajah secara maksimal tapi juga bikin glowing especially di bulan Ramadhan ini 🩵✨ #sunwhitemsglow  #MSGLOWBeauty  ,"#sunwhitemsglow , #MSGLOWBeauty ",original sound  - msglow.beauty,277,14,54,32,0.30700325732899025,377,"[""sunscreen"", ""proteksi"", ""kulit wajah"", ""glowing"", ""maksimal""]"
8751,2025-03-03 00:00:00,Minglow lagi main tebak harga Sunwhite nih 🤩  Yuk kira” main tebak apa lagi ya beauties ?  #MSGlowBeauty  #MSGlow  #Skincare  #RansCarnival  #RansCarnivalMalang  #Malang  ,"#MSGlowBeauty , #MSGlow , #Skincare , #RansCarnival , #RansCarnivalMalang , #Malang ",suara asli  - msglow.beauty,216,8,2,1,2.593989258370472,227,"[""Sunwhite"", ""Skincare"", ""glowing"", ""harga"", ""tebak""]"
8252,2025-03-03 00:00:00,Mana bisa nolak kalau dikasih satu kantong produk MSGLOW Beauty🫣😆👀🤭😍 #msglowbeauty  #MSGLOWBEAUTY  #MSGLOW  ,"#msglowbeauty , #MSGLOWBEAUTY , #MSGLOW ",original sound  - msglow.beauty,126,1,3,4,1.6238487639360155,134,"[""produk"", ""MSGLOW Beauty"", ""kantong"", ""tolak"", ""kasih""]"
16600,2025-03-03 00:00:00,AMANKAN STOK SKINCARE KALIAN BEAUTIES!!! Jangan sampe ramadhan ini kalian kehabisan skincare 😠🫵🏻   Yuk mulai cuss order dan borong sebanyak banyaknya beautiess  #MSGlowBeauty  #MSGlow  #Skincare  #AmanTerpercaya  #KembaliKeMSGLOW  #glowing  ,"#MSGlowBeauty , #MSGlow , #Skincare , #AmanTerpercaya , #KembaliKeMSGLOW , #glowing ",original sound  - msglow.beauty,276,12,19,10,1.9096385542168675,317,"[""stok skincare"", ""skincare"", ""ramadhan"", ""glowing"", ""order"", ""borong""]"
15500,2025-03-03 00:00:00,SECINTA ITU SAMA SUNWHITE 🥹🫶🏻🫶🏻  #MSGlowBeauty  #MSGlow  #Skincare  #skincareroutine  #Sunscreen  #sunscreenviral  #Sunwhite  ,"#MSGlowBeauty , #MSGlow , #Skincare , #skincareroutine , #Sunscreen , #sunscreenviral , #Sunwhite ",suara asli  - msglow.beauty,196,19,10,5,1.4838709677419355,230,"[""Sunwhite"", ""Skincare"", ""skincareroutine"", ""Sunscreen"", ""sunscreenviral"", ""MSGlowBeauty"", ""MSGlow""]"
7571,2025-03-01 00:00:00,The magic of White BB Premium from MSGLOW Beauty😍✨ #GlowupTanpaMakeup  #msglowbeauty  #MSGLOWBEAUTY  ,"#GlowupTanpaMakeup , #msglowbeauty , #MSGLOWBEAUTY ",original sound  - msglow.beauty,143,10,63,5,2.919033152819971,221,"[""White BB Premium"", ""GlowupTanpaMakeup"", ""msglowbeauty"", ""MSGLOWBEAUTY""]"
129400,2025-03-01 00:00:00,"Waduh klo udah di ajakin buru2 apalagi buat buka puasa bersama gini sih, butuh banget yang satset satset ... untung ada White BB Premium 🩵 #whitebbpremium  #glowuptanpamakeup  ","#whitebbpremium , #glowuptanpamakeup ",original sound  - msglow.beauty,230,11,45,14,0.23183925811437403,300,"[""White BB Premium"", ""whitebbpremium"", ""glowuptanpamakeup""]"
10700,2025-02-28 00:00:00,ini nih rahasianya biar makim sat set!! pake white bb premium donggg pastinyaaa😍😍😍,-,original sound  - msglow.beauty,132,1,33,3,1.5794392523364484,169,"[""white bb premium""]"
19700,2025-02-28 00:00:00,Wahh Glow to Campus kali ini MSGLOW Beauty dateng ke Universitas Bunda Mulia nihh beauties & acaranyaaa seru banget lohhh🤩🤩🤩 kira-kira nextnyaa kita ke campus mana lagi yaaahh?? 🤔🤔🤔 ,-,original sound  - msglow.beauty,194,5,2,2,1.0304568527918783,203,"[""MSGLOW Beauty"", ""Glow to Campus"", ""Universitas Bunda Mulia""]"
15900,2025-02-28 00:00:00,Gak nyangka hasilnya bener2 sebagus ini gak perlu makeup dempul dan lama lagi karena udah ada White BB Premium 🩵🩵✨ #whitebbpremiummsglow  #glowuptanpamakeup  ,"#whitebbpremiummsglow , #glowuptanpamakeup ",original sound  - msglow.beauty,353,7,38,9,2.559748427672956,407,"[""whitebbpremiummsglow"", ""glowuptanpamakeup"", ""makeup"", ""premium"", ""glowing""]"
155400,2025-02-27 00:00:00,BODY DOSTING MSGLOW UDAH RESTOCKKK !!!!! ✨✨ Buruan di CO sekarang!!! Sebelum kehabisan lagi 😱😱 #MSGLOWBeauty  #whitefortebodylotion  ,"#MSGLOWBeauty , #whitefortebodylotion ",Kyoto City Night - SPEARS69 & Satria Petir & Eko Ardian,693,8,29,39,0.4948519948519948,769,"[""bodydosting"", ""msglowbeauty"", ""whitefortebodylotion"", ""restock"", ""lotion""]"
8415,2025-02-27 00:00:00,Waduh suntik putih gak tuh? Untung kakaknya pake Body Dostingnya MSGLOW uangnya bisa buat jajan kopi sama beli produk MSGLOW lagi 😱😍😍 #MSGLOWBeauty  #whitefortebodylotion  #bodydosting  ,"#MSGLOWBeauty , #whitefortebodylotion , #bodydosting ",Ghibli-style nostalgic waltz - MaSssuguMusic,195,5,91,16,3.6482471776589422,307,"[""bodydosting"", ""msglowbeauty"", ""whitefortebodylotion"", ""suntik putih"", ""memutihkan""]"
26900,2025-02-27 00:00:00,"Teksturenya yang creamy ini bikin kulit jadi lebih glowing dan cerah, pakainya gak perlu banyak banyak udah bisa merata seluruh wajah 🩵 #MSGLOWBeauty  #whiteningdaycream  ","#MSGLOWBeauty , #whiteningdaycream ",original sound  - msglow.beauty,551,3,98,13,2.4721189591078065,665,"[""msglowbeauty"", ""whiteningdaycream"", ""glowing"", ""cerah"", ""tekstur"", ""creamy""]"
9192,2025-02-27 00:00:00,"Emang kalo udah ada problems sama kulit jangan disepelein...essence ini kudu dipakai tiap pagi dan malem, apalagi kalo ditambahin skincare lembgkap uh bakal tambah mantul yuk bund gas #fyp  #msglow  #msglowbeauty  #essence  #rekomendasiessence  #kulitglowing  #kulitcerah  #kulitsehat  #rekomendasiskincare  #beforeafter  #challenge  ","#fyp , #msglow , #msglowbeauty , #essence , #rekomendasiessence , #kulitglowing , #kulitcerah , #kulitsehat , #rekomendasiskincare , #beforeafter , #challenge ",i dont know WHY 2024 Private mix - GREAT Alpha 🇮🇩,215,7,55,9,3.111401218450827,286,"[""essence"", ""kulitglowing"", ""kulitcerah"", ""kulitsehat"", ""rekomendasiskincare"", ""msglow"", ""problems kulit""]"
8708,2025-02-27 00:00:00,"Emang ya mood itu literally penting banget, kalo kulit mood tuh kayak bawaannya enjoy gitu jalani harinya dan kayak cinfidence gitu... setuju gak bunds? #fyp  #msglow  #msglowbeauty  #goodmood  #goodmoodtiaphari  #kulitcerah  #nightcream  #skincare  #rajinskincarean  #skincareroutine  #trendingvideo  #trendskincare  #skincaretips  ","#fyp , #msglow , #msglowbeauty , #goodmood , #goodmoodtiaphari , #kulitcerah , #nightcream , #skincare , #rajinskincarean , #skincareroutine , #trendingvideo , #trendskincare , #skincaretips ",funny scene song(1294833) - K.Shiraki,417,5,10,4,5.006890215893431,436,"[""kulitcerah"", ""nightcream"", ""skincare"", ""rajinskincarean"", ""skincareroutine"", ""skincaretips"", ""msglow""]"
9943,2025-02-26 00:00:00,Kenapasih harus rajin skincare-an nih nih nih guys dengerin minglow yaaa... pokoknyaaa jangan pernah males buat skincarean rutinin yaa bunds #fyp  #msglow  #msglowbeauty  #daycream  #nightcream  #skincare  #rajinskincarean  #skincareroutine  #skincareviral  #kulitcerah  #kulitsehat  #kulitglowing  #rekomendasiskincare  ,"#fyp , #msglow , #msglowbeauty , #daycream , #nightcream , #skincare , #rajinskincarean , #skincareroutine , #skincareviral , #kulitcerah , #kulitsehat , #kulitglowing , #rekomendasiskincare ",original sound  - msglow.beauty,221,3,60,10,2.9568540681886755,294,"[""skincare"", ""rajinskincarean"", ""skincareroutine"", ""kulitcerah"", ""kulitsehat"", ""kulitglowing"", ""msglow""]"
102400,2025-02-26 00:00:00,absen siapa yang mau iphone 16 ? 🤭🩵 #glowprize   #msglowbeauty  ,"#glowprize , #msglowbeauty ",original sound  - msglow.beauty,4381,506,107,132,5.005859375,5126,"[""msglowbeauty"", ""glowprize""]"
36700,2025-02-26 00:00:00,Gak berenti-berentinya MSGLOW Beauty dapet piagam 😭🙏🏻🙏🏻 terima kasih beautiess ini semua juga berkat kalian 🥹🩵🩵 #MSGLOWBeauty  #MSGLOWBeauty  ,"#MSGLOWBeauty , #MSGLOWBeauty ",original sound  - msglow.beauty,742,61,39,32,2.381471389645777,874,"[""MSGLOWBeauty"", ""msglow"", ""piagam""]"
1700000,2025-02-26 00:00:00,HAYO ABSEN SIAPA YANG UDAH SIAP BUAT GLOWPRIZE BATCH KEDUA? 😍#glowprize  #MSGLOWBeauty  ,"#glowprize , #MSGLOWBeauty ",original sound  - msglow.beauty,605,31,29,23,0.04047058823529412,688,"[""glowprize"", ""MSGLOWBeauty""]"
8701,2025-02-26 00:00:00,UV Cam test with our newly Sunwhite🤩🤩 siapaa yang udah penasaran mau cobain nih beautiess?? 🤭👀🤩🤩❤️ #MSGLOWBEAUTY  #msglow ,"#MSGLOWBEAUTY , #msglow ",original sound  - msglow.beauty,212,5,37,1,2.930697620963108,255,"[""Sunwhite"", ""UV Cam test"", ""MSGLOWBEAUTY"", ""msglow"", ""beautiess""]"
432900,2025-02-25 00:00:00,"Aaaaaa buruan langsung checkout jangan ditunda lagi, jangan kebanyakan mikir, promo gak akan lama buruan checkout sekarang juga #fyp  #msglow  #msglowbeauty  #bestseller  #promoskincare  #tebusmurah  #funtasticpayday  #funtasticpaydaysale  #crazydeals  #payday  #paydaysale  #promohariini  #facialwash  #facewash  #facialcleanser  #cleanser  #diskon  #promoskincare  ","#fyp , #msglow , #msglowbeauty , #bestseller , #promoskincare , #tebusmurah , #funtasticpayday , #funtasticpaydaysale , #crazydeals , #payday , #paydaysale , #promohariini , #facialwash , #facewash , #facialcleanser , #cleanser , #diskon , #promoskincare ",DJ MENINA DO JOB JJ KANE BY Apri Rmx - Apri Remx,578,9,25,39,0.15038115038115038,651,"[""promo"", ""promoskincare"", ""facialwash"", ""cleanser"", ""diskon"", ""msglow"", ""msglowbeauty""]"
58400,2025-02-25 00:00:00,Funtastic payday hari ini!!! Buruan go go go rebutan checkout hari ini guys mumpung crazy deals nih diskonnyaa bikin happy gas gas gas #fyp  #msglow  #msglowbeauty  #bestseller  #promoskincare  #tebusmurah  #funtasticpayday  #funtasticpaydaysale  #crazydeals  #payday  #paydaysale  #promohariini  #skincare  #rekomendasiskincare  ,"#fyp , #msglow , #msglowbeauty , #bestseller , #promoskincare , #tebusmurah , #funtasticpayday , #funtasticpaydaysale , #crazydeals , #payday , #paydaysale , #promohariini , #skincare , #rekomendasiskincare ",suara asli - i'mZe - GAKPERLUTAU,343,4,4,9,0.6164383561643836,360,"[""promoskincare"", ""funtasticpayday"", ""crazydeals"", ""paydaysale"", ""diskon"", ""skincare"", ""msglowbeauty""]"
5358,2025-02-25 00:00:00,Kalau para beauties disini mending ga pake skincare atau ga pake makeup ?? Yuk tulis di kolom komentar 🙌🏻   #MSGlow  #MSGlowBeauty  #RansCarnival  #RansCarnivalMalang  #Malang  ,"#MSGlow , #MSGlowBeauty , #RansCarnival , #RansCarnivalMalang , #Malang ",original sound  - msglow.beauty,282,6,1,4,5.468458379992534,293,"[""beauties"", ""skincare"", ""makeup"", ""MSGlow"", ""MSGlowBeauty""]"
7012,2025-02-25 00:00:00,Waaahhh auto cerah dalam 7 harii cuman pakee maxi royal-c elixir nihhh beautiess🤩💛 #MSGLOWBEAUTY  #SkinBoosterRevolution  ,"#MSGLOWBEAUTY , #SkinBoosterRevolution ",suara asli  - msglow.beauty,349,1,34,7,5.576155162578437,391,"[""cerah"", ""7 hari"", ""maxi royal-c elixir"", ""SkinBoosterRevolution"", ""MSGLOWBEAUTY"", ""beautiess""]"
70700,2025-02-25 00:00:00,Yaampuuunn yakali beautiesku ini gak buruan checkout sekarang...diskonnya gak main-main loh aaaa buruan buruan buruan #fyp  #msglow  #msglowbeauty  #bestseller  #kulitglowing  #kulitcerah  #facialwash  #facialwashviral  #myroutine  #funtasticpayday  #funtasticpaydaysale  #payday  #paydaysale  #paydaysave  #bantingharga  #crazydeals  ,"#fyp , #msglow , #msglowbeauty , #bestseller , #kulitglowing , #kulitcerah , #facialwash , #facialwashviral , #myroutine , #funtasticpayday , #funtasticpaydaysale , #payday , #paydaysale , #paydaysave , #bantingharga , #crazydeals ",next door jedag jedug - Zachz Winner,90,0,6,9,0.1485148514851485,105,"[""msglow"", ""kulitglowing"", ""kulitcerah"", ""facialwash"", ""facialwashviral"", ""diskon"", ""bantingharga""]"
8351,2025-02-24 00:00:00,Cuma dikasih waktu 10 menit buat glowing??? Santai bos ini nih gak nyampe 10 menit sih xixixii... minglow cinta bat deh pokoknyaa ama ini sunwhite #fyp  #msglow  #msglowbeauty  #bestseller  #kulitglowing  #kulitcerah  #bantingharga  #myroutine  #spf50pa➕➕➕➕  #satset  #nodrama  #gakpakeklama  ,"#fyp , #msglow , #msglowbeauty , #bestseller , #kulitglowing , #kulitcerah , #bantingharga , #myroutine , #spf50pa➕➕➕➕ , #satset , #nodrama , #gakpakeklama ",original sound  - msglow.beauty,30,0,10,7,0.5628068494791043,47,"[""msglow"", ""kulitglowing"", ""kulitcerah"", ""spf50pa++++"", ""sunwhite"", ""glowing"", ""bantingharga""]"
79800,2025-02-24 00:00:00,Siapaa yang udah gak sabar buat undian glowprize? 🤗 jangan lupa pantengin live streaming di instagram @msglowbeauty yaaa #glowprize  #MSGLOWBeauty  ,"#glowprize , #MSGLOWBeauty ",original sound  - msglow.beauty,582,36,7,10,0.7957393483709272,635,"[""msglowbeauty"", ""glowprize"", ""live streaming"", ""undian"", ""instagram""]"
9214,2025-02-23 00:00:00,fomooo banget sama produk-produk terbaru nya MSGLOW yaaa gaaa sihh beauties😂😂😂 #MSGLOWBEAUTY  #msglow  ,"#MSGLOWBEAUTY , #msglow ",original sound  - msglow.beauty,279,2,25,9,3.4187106576948123,315,"[""msglow"", ""msglowbeauty"", ""produk-produk terbaru"", ""fomo"", ""beauties""]"
8993,2025-02-23 00:00:00,nabung di investasi kulit aja deeehhhh pake produk dari MSGLOW🤭🫣🫣😂❤️ #MSGLOWBEAUTY  #msglow  ,"#MSGLOWBEAUTY , #msglow ",original sound  - msglow.beauty,342,10,12,8,4.136550650505949,372,"[""msglow"", ""msglowbeauty"", ""investasi kulit"", ""produk"", ""nabung""]"
6104,2025-02-23 00:00:00,salfok sama produk2 barunya MSGLOW yang dibawa 🤫🥰🩵 hmmmm ada yang mau coba? Komen ya yang mana #MSGLOWBeauty  #eliteglowbal  #glowtospain  ,"#MSGLOWBeauty , #eliteglowbal , #glowtospain ",original sound  - msglow.beauty,351,0,0,2,5.783093053735255,353,"[""MSGLOWBeauty"", ""produk baru"", ""eliteglowbal"", ""glowtospain""]"
6678,2025-02-23 00:00:00,My weekend with my bb premium... kulit glowing dan udah ada spf nya jadi protect kulit kamu dari sinay uva dan uvb... yang belum juga checkout bb ini buruan deh sekarang #fyp  #msglow  #msglowbeauty  #bbcream  #whitebbpremium  #bestseller  #myroutine  #myweekend  #weekend  #weekendfun  #kulitglowing  #kulitcerah  #protection  #skincareviral  #healthyskin  #happyme  #happyskin  ,"#fyp , #msglow , #msglowbeauty , #bbcream , #whitebbpremium , #bestseller , #myroutine , #myweekend , #weekend , #weekendfun , #kulitglowing , #kulitcerah , #protection , #skincareviral , #healthyskin , #happyme , #happyskin ",suara asli - ARS411 - ARS Osaka.☠,307,0,6,1,4.702006588799041,314,"[""glowing"", ""spf"", ""uva"", ""uvb"", ""bbcream"", ""kulitcerah"", ""skincareviral""]"
142300,2025-02-23 00:00:00,"Siapa nih yang udah nunggu-nunggu pengumuman glowprize batch 1 , Glowprize akan di undi pada 25 FEBRUARI 2025 🩵✨ #glowprize  ",#glowprize ,original sound  - msglow.beauty,2838,161,27,88,2.1883345045678144,3114,"[""glowprize"", ""pengumuman"", ""batch 1"", ""diundi"", ""25 Februari 2025""]"
