Views,Post_Date,Description,Hashtags,Music,Likes,Comments,Shares,Saves,Engagement_Rate,Total_Engagement,Gemini_Keywords
126100,2025-03-11 15:48:20,Mau ngejar deadline malah disuruh pulang shay..🤗 #Somethinc  #PakaiSomethinc  #RamadanEkstraSeru  ,"#Somethinc , #PakaiSomethinc , #RamadanEkstraSeru ",som original - ✨Gigi✨,363,2,12,28,0.3211736716891356,405,"[""Somethinc"", ""PakaiSomethinc"", ""skincare"", ""beauty"", ""Ramadan""]"
282300,2025-03-11 15:48:53,Happy to see our Calm Down Moisturizer on the radar of international skincare enthusiast! 😍  Thanks a million to @skincarestan for this awesome review! We're thrilled you love our Calm Down Moisturizer💟,-,Freak - Lesfm,3906,38,34,190,1.4764434998228835,4168,"[""Calm Down Moisturizer"", ""international"", ""skincare enthusiast"", ""review"", ""moisturizer"", ""skincare""]"
14200,2025-03-10 15:49:24,Jangan asal pilih serum! Sesuaikan sama masalah & jenis kulit kamu🫵🏻🥰 #somethinc  #pakaisomethinc  ,"#somethinc , #pakaisomethinc ",Aesthetic Coffee - Febri Handika,115,1,5,54,1.232394366197183,175,"[""serum"", ""masalah kulit"", ""jenis kulit"", ""skincare"", ""Somethinc"", ""PakaiSomethinc""]"
90800,2025-03-10 15:49:56,Calm Down® itu apa sih?! Sini Minthinc jelasin! 😍🍃 #somethinc  #pakaisomethinc  ,"#somethinc , #pakaisomethinc ",Kalemin Aja - Somethinc Official,373,11,17,40,0.4856828193832599,441,"[""Calm Down"", ""Somethinc"", ""PakaiSomethinc"", ""skincare"", ""beauty"", ""Minthinc""]"
12000,2025-03-10 15:50:27,Tulis jawaban kamu di komen! 3 orang beruntung bakal dapetin Calm Down Moisturizer!🤩✨ #Somethinc  #PakaiSomethinc  #RamadanEkstraSeru ,"#Somethinc , #PakaiSomethinc , #RamadanEkstraSeru ",Intergalactic Janet - Ley Soul,22,5,3,2,0.26666666666666666,32,"[""Calm Down Moisturizer"", ""Somethinc"", ""PakaiSomethinc"", ""skincare"", ""beauty"", ""Ramadan""]"
166700,2025-03-10 15:50:58,Tag temen kamu yang gabisa hidup tanpa lippiesnya!💆‍♀️💜 #Somethinc  #PakaiSomethinc  ,"#Somethinc , #PakaiSomethinc ",BORN FOR THIS - Foxxi,282,10,8,24,0.1943611277744451,324,"[""lippies"", ""Somethinc"", ""makeup"", ""bibir"", ""kecantikan""]"
37700,2025-03-10 15:51:29,Kulit sensitif & kemerahan? Ini solusinya!✨ #Somethinc  #PakaiSomethinc  #ramadanekstraseru  ,"#Somethinc , #PakaiSomethinc , #ramadanekstraseru ",Suns - Official Sound Studio,183,2,7,9,0.53315649867374,201,"[""kulit sensitif"", ""kemerahan"", ""solusi"", ""Somethinc"", ""perawatan kulit""]"
863800,2025-03-10 15:52:01,"Kamu tipe yang mana nih, squad? 🤣 #somethinc  #pakaisomethinc  ","#somethinc , #pakaisomethinc ",Happy Ramadan - Ramol,4166,105,126,231,0.5357721694836768,4628,"[""tipe"", ""squad"", ""Somethinc"", ""perawatan kulit"", ""kecantikan""]"
181700,2025-03-10 15:52:32,Biar pas tua nantj tetap muda☝️😌 #Somethinc  #PakaiSomethinc  #SkincareCowok  ,"#Somethinc , #PakaiSomethinc , #SkincareCowok ",DJ KOMANG I DONT KNOW WHY JEDAG JEDUG - DjKomangRimex,290,2,22,15,0.18106769400110073,329,"[""tua"", ""muda"", ""Somethinc"", ""SkincareCowok"", ""perawatan kulit"", ""anti-aging""]"
132600,2025-03-09 15:53:03,Udah bukan jamnha untuk malu Skincarean! 2025: Skincarean itu keren! #Somethinc  #PakaiSomethinc  #SkincareCowok  ,"#Somethinc , #PakaiSomethinc , #SkincareCowok ",suara asli - Ariadi Samosir - Music Corner,244,6,16,31,0.2239819004524887,297,"[""malu"", ""Skincarean"", ""keren"", ""Somethinc"", ""PakaiSomethinc"", ""SkincareCowok"", ""perawatan kulit""]"
17900,2025-03-08 15:53:34,"Kalau kulit udah muncul masalah, ini pertolongan pertama! ✨🍃 #somethinc  #pakaisomethinc  ","#somethinc , #pakaisomethinc ",Aesthetic Coffee - Febri Handika,49,0,6,2,0.31843575418994413,57,"[""kulit"", ""masalah"", ""pertolongan"", ""pertama""]"
64900,2025-03-08 15:54:06,Ada yang serumnya samaan nggak nih kaya Bunda Sarwendah? 🫠🫠 #Somethinc  #PakaiSomethinc  #WarehouseSomethinc  ,"#Somethinc , #PakaiSomethinc , #WarehouseSomethinc ",Dance You Outta My Head - Cat Janice,974,11,81,35,1.696456086286595,1101,"[""serum"", ""Bunda Sarwendah"", ""Somethinc""]"
12800,2025-03-08 15:54:37,Kulit tetap lembab & kalem selama puasa? Bisa dong🥰✨ #Somethinc  #PakaiSomethinc  #ramadanekstraseru  ,"#Somethinc , #PakaiSomethinc , #ramadanekstraseru ",Suns - Official Sound Studio,36,2,10,10,0.45312499999999994,58,"[""kulit"", ""lembab"", ""kalem"", ""puasa"", ""Ramadan""]"
36400,2025-03-08 15:55:08,Para bumil gausah khawatir! Buat mencegah stretch mark bisa banget pake 2 produk Somethinc ini🥰✨ #Somethinc  #PakaiSomethinc  ,"#Somethinc , #PakaiSomethinc ",original sound - Somethinc Official,330,2,7,24,0.9972527472527473,363,"[""bumil"", ""stretch mark"", ""mencegah"", ""produk"", ""Somethinc""]"
86500,2025-03-08 15:55:40,"Satu serum buat bantu kulit halus, mulus & awet muda💉✨  #Somethinc  #PakaiSomethinc  #RamadanEkstraSeru  ","#Somethinc , #PakaiSomethinc , #RamadanEkstraSeru ",suara asli - ᴘᴛʀᴀ ft 𝗔𝗣 - ≠ptranofps,325,2,8,22,0.41271676300578036,357,"[""serum"", ""kulit"", ""halus"", ""mulus"", ""awet muda""]"
9661,2025-03-08 15:56:11,"Dari semua cleanser Somethinc, mana yang jadi andalan kamu nih Squad?💦🤗 #Somethinc  #PakaiSomethinc  #RamadanEkstraSeru  ","#Somethinc , #PakaiSomethinc , #RamadanEkstraSeru ",aespa love me like this - angggeum,65,3,3,8,0.8177207328433909,79,"[""cleanser"", ""Somethinc"", ""Squad"", ""andalan"", ""pembersih""]"
89000,2025-03-08 15:56:42,Terima kasih Somethinc Squad!! 🫶🫠 #Somethinc  #PakaiSomethinc    ,"#Somethinc , #PakaiSomethinc ",next door jedag jedug - Zachz Winner,1123,54,69,25,1.4280898876404495,1271,"[""Somethinc"", ""Squad"", ""Terima kasih""]"
280500,2025-03-08 15:59:27,Keliatan kan perbedaannya... #Somethinc  #PakaiSomethinc  #ramadanekstraseru  ,"#Somethinc , #PakaiSomethinc , #ramadanekstraseru ",Suns - Official Sound Studio,1721,14,74,66,0.6684491978609626,1875,"[""perbedaan"", ""Somethinc"", ""hasil""]"
20200,2025-03-08 16:00:01,Combo Serum yang harus kamu coba! 😍💜 #somethinc  #pakaisomethinc  ,"#somethinc , #pakaisomethinc ",Notice Me - Guchi & Loud Behaviour,109,3,9,60,0.896039603960396,181,"[""Combo"", ""Serum"", ""Somethinc"", ""coba""]"
56400,2025-03-08 16:00:32,Rekomendasi Moisturizer selama Bulan Ramadan! ✨🌙 #somethinc  #pakaisomethinc  ,"#somethinc , #pakaisomethinc ",Intergalactic Janet - Ley Soul,437,3,21,52,0.9095744680851064,513,"[""Rekomendasi"", ""Moisturizer"", ""Ramadan"", ""Somethinc"", ""pelembab""]"
11400,2025-03-07 16:01:03,"Barrier repair, decoded 🧬🍀  Here’s the journey of our creation, CalmDown®️. The groundbreaking formula that delivers targeted relief for stressed skin conditions, transforming sensitivity into resilience.   Experience the science of calm now 👩‍🔬",-,original sound  - Somethinc Official,39,1,2,1,0.37719298245614036,43,"[""Barrier repair"", ""Stressed skin"", ""Sensitivity"", ""Resilience"", ""Science of calm"", ""CalmDown""]"
22800,2025-03-07 16:01:35,Jangan sampe ketinggalan! Meluncur ke Guardian sekarang!✨🛍️ #Somethinc  #PakaiSomethinc  #RamadanEkstraSeru  ,"#Somethinc , #PakaiSomethinc , #RamadanEkstraSeru ",Funk it up - Official Sound Studio,185,6,12,16,0.9605263157894737,219,"[""Somethinc"", ""Guardian"", ""Meluncur"", ""RamadanEkstraSeru"", ""PakaiSomethinc""]"
15400,2025-03-07 16:02:06,"Kalau Basic Skincarenya kalian udah kuat, waktunya level up rutinin Eksfoliasi ya Squad! #Somethinc  #PakaiSomethinc  #SkincareCowok  ","#Somethinc , #PakaiSomethinc , #SkincareCowok ",suara asli - piwaaa🦖 - ciwachan,68,2,6,8,0.5454545454545455,84,"[""Basic Skincare"", ""Eksfoliasi"", ""SkincareCowok"", ""Somethinc"", ""PakaiSomethinc"", ""Level up""]"
120800,2025-03-07 16:02:37,"Padahal cuma mau ngasih Calm Down Moist, biar puasanya tetep kalem🥹 #Somethinc  #PakaiSomethinc  #ramadanekstraseru  ","#Somethinc , #PakaiSomethinc , #ramadanekstraseru ",original sound - Somethinc Official,617,2,35,38,0.5728476821192053,692,"[""Calm Down Moist"", ""Puasa"", ""Kalem"", ""Somethinc"", ""PakaiSomethinc"", ""ramadanekstraseru""]"
933900,2025-03-07 16:03:09,Udah panik minthinc..👉🏻👈🏻 #Somethinc  #PakaiSomethinc  #ramadanekstraseru  ,"#Somethinc , #PakaiSomethinc , #ramadanekstraseru ",Suns - Official Sound Studio,3100,23,67,109,0.3532498126137702,3299,"[""Panik"", ""minthinc"", ""Somethinc"", ""PakaiSomethinc"", ""ramadanekstraseru""]"
64000,2025-03-07 16:03:40,"Replying to @🥺🍵  nih, resep Skincare Smoothies yang bisa kamu ikutin!😍🍃 #somethinc  #pakaisomethinc  ","#somethinc , #pakaisomethinc ",Intergalactic Janet - Ley Soul,377,3,15,71,0.728125,466,"[""Skincare Smoothies"", ""resep"", ""somethinc"", ""skincare"", ""smoothies""]"
157500,2025-03-07 16:04:12,Siapa nih yang datang Bukber cuma buat ajang flexing?👀🫵🏻 #somethinc  #pakaisomethinc  ,"#somethinc , #pakaisomethinc ",Sneaky Snitch ctto - giles 💠,1244,3,21,53,0.8387301587301588,1321,"[""Bukber"", ""flexing"", ""somethinc"", ""beauty"", ""skincare""]"
140300,2025-03-07 16:04:43,Kalau rumus good mood kalian gimana Squad? #Somethinc  #PakaiSomethinc  #SkincareCowok  ,"#Somethinc , #PakaiSomethinc , #SkincareCowok ",original sound  - Dimsum Go,263,2,14,35,0.22380612972202424,314,"[""good mood"", ""Somethinc"", ""SkincareCowok"", ""skincare"", ""beauty""]"
36900,2025-03-06 16:05:14,Bibir tetap cantik & stay hydrated selama puasa pakai Forever Stay Comfort Lip Glaze!💄💋 #Somethinc  #PakaiSomethinc  #RamadanEkstraSeru  ,"#Somethinc , #PakaiSomethinc , #RamadanEkstraSeru ",i dont know WHY 2024 Private mix - GREAT Alpha 🇮🇩,335,5,18,33,1.059620596205962,391,"[""Bibir"", ""hydrated"", ""Lip Glaze"", ""Somethinc"", ""Ramadan"", ""beauty"", ""skincare""]"
129699,2025-03-06 16:05:48,Cualamitan met met. Tag temen kamu yang apa-apa minta!😝 #Somethinc  #PakaiSomethinc  #RamadanEkstraSeru  ,"#Somethinc , #PakaiSomethinc , #RamadanEkstraSeru ",Funny lazy donkey (hilarious song)(937200) - LEOPARD,385,7,6,34,0.3330788980639789,432,"[""Somethinc"", ""Ramadan"", ""skincare"", ""beauty""]"
128800,2025-03-06 16:06:20,Mendingan ditipu sama yang mana Squad? ☝️😭 #Somethinc  #PakaiSomethinc  #SkincareCowok  ,"#Somethinc , #PakaiSomethinc , #SkincareCowok ",suara asli  - Kiky RMX,249,5,15,26,0.22903726708074534,295,"[""Somethinc"", ""SkincareCowok"", ""PakaiSomethinc"", ""skincare"", ""ditipu""]"
18600,2025-03-06 16:06:52,Moisturizer Serbaguna Check!✨ #Somethinc  #PakaiSomethinc  ,"#Somethinc , #PakaiSomethinc ",original sound - Somethinc Official,73,1,2,6,0.44086021505376344,82,"[""Moisturizer"", ""Serbaguna"", ""Somethinc"", ""PakaiSomethinc"", ""skincare""]"
27400,2025-03-06 16:07:23,Puasa kulit jadi kering?! NO❌ Asal pakai Calm Down Moisturizer✨ #Somethinc  #PakaiSomethinc  #ramadanekstraseru  ,"#Somethinc , #PakaiSomethinc , #ramadanekstraseru ",Suns - Official Sound Studio,132,0,12,17,0.5875912408759124,161,"[""Puasa"", ""kulit kering"", ""Calm Down Moisturizer"", ""Somethinc"", ""PakaiSomethinc"", ""ramadanekstraseru"", ""skincare""]"
44500,2025-03-06 16:07:54,Siapa yang udah punya 2 shades ini?!🤩✨ #Somethinc  #PakaiSomethinc  #ramadanextraseru  ,"#Somethinc , #PakaiSomethinc , #ramadanextraseru ",Suns - Official Sound Studio,156,10,12,12,0.4269662921348315,190,"[""shades"", ""Somethinc"", ""PakaiSomethinc"", ""ramadanextraseru"", ""makeup"", ""beauty""]"
121100,2025-03-06 16:08:27,"[SERUM 101] Serum Routine di Bulan puasa, sesuai masalah kulit😍✨ #somethinc  #pakaisomethinc  ","#somethinc , #pakaisomethinc ",Joyful Ramadan - Ramol,373,3,27,115,0.42774566473988435,518,"[""Serum 101"", ""Serum Routine"", ""masalah kulit"", ""bulan puasa"", ""Somethinc"", ""PakaiSomethinc"", ""skincare""]"
12500,2025-03-06 16:08:58,Tips biar kulit tetap Fresh & Glowing saat puasa! 😍🍃 #somethinc  #pakaisomethinc  ,"#somethinc , #pakaisomethinc ",Ramadan Mubarok - TonsTone,55,1,10,4,0.5599999999999999,70,"[""kulit"", ""Fresh"", ""Glowing"", ""puasa"", ""skincare""]"
154800,2025-03-05 00:00:00,Jaga kulit kalian tetap terhidrasi ya Squad! #Somethinc  #PakaiSomethinc  #SkincareCowok  ,"#Somethinc , #PakaiSomethinc , #SkincareCowok ",original sound  - ahmadrizqoni | RZQN,223,7,30,29,0.18669250645994834,289,"[""kulit"", ""terhidrasi"", ""Skincare"", ""Cowok"", ""hidrasi""]"
26900,2025-03-04 00:00:00,"Kalau soal Sunscreen, gak boleh pelit irit ya Squad! #Somethinc  #PakaiSomethinc  #SkincareCowok  ","#Somethinc , #PakaiSomethinc , #SkincareCowok ",next door jedag jedug - Zachz Winner,242,3,11,9,0.9851301115241635,265,"[""Sunscreen"", ""Skincare"", ""Cowok"", ""proteksi"", ""UV""]"
12700,2025-03-04 00:00:00,Jangan salah pilih SERUM! Sini minthinc bantuin biar kalian gak bingung lagi✨ #Somethinc  #PakaiSomethinc  #ramadanextraseru  ,"#Somethinc , #PakaiSomethinc , #ramadanextraseru ",Suns - Official Sound Studio,58,3,12,15,0.6929133858267716,88,"[""SERUM"", ""skincare"", ""perawatan"", ""kulit"", ""masalah kulit""]"
48800,2025-03-04 00:00:00,Somethinc Forever Stay Lip Glaze udah bisa kalian dapetin secara offline🤩✨ #Somethinc  #PakaiSomethinc  #ramadanextraseru  ,"#Somethinc , #PakaiSomethinc , #ramadanextraseru ",original sound - Somethinc Official,749,29,84,58,1.8852459016393444,920,"[""Lip Glaze"", ""Forever Stay"", ""makeup"", ""bibir"", ""kosmetik""]"
139100,2025-03-04 00:00:00,Bukber tetep slay gak perlu touch up lipstick?!😝💋 #Somethinc  #PakaiSomethinc  #ramadanekstraseru  ,"#Somethinc , #PakaiSomethinc , #ramadanekstraseru ",original sound - Somethinc Official,1814,30,58,143,1.4701653486700215,2045,"[""lipstick"", ""touch up"", ""slay"", ""bukber"", ""Somethinc""]"
95100,2025-03-04 00:00:00,Kapan lagi THR dari Somethinc. Jangan sampai ketinggalan!✨💜 #Somethinc  #PakaiSomethinc  #RamadanEkstraSeru ,"#Somethinc , #PakaiSomethinc , #RamadanEkstraSeru ",Quirky - Oleg Kirilkov,537,7,25,48,0.6487907465825447,617,"[""THR"", ""Somethinc"", ""ketinggalan"", ""RamadanEkstraSeru"", ""promo""]"
71200,2025-03-04 00:00:00,Udah pada coba Moisturizer ini belum? Cobain deh!!!😍🍃 #somethinc  #pakaisomethinc  ,"#somethinc , #pakaisomethinc ",Funny Comedy - Bwd sound,195,3,17,13,0.3202247191011236,228,"[""Moisturizer"", ""Cobain"", ""somethinc"", ""perawatan kulit"", ""pelembab""]"
30300,2025-03-04 00:00:00,"2 shades lip glaze udah SOLD OUT?!!! Kata Minthinc checkout sekarang sih, mumpung masih ada👀😱 #somethinc  #pakaisomethinc  ","#somethinc , #pakaisomethinc ",Love You So - The King Khan & BBQ Show,123,3,34,35,0.6435643564356436,195,"[""shades"", ""lip glaze"", ""sold out"", ""checkout"", ""Minthinc"", ""somethinc""]"
12300,2025-03-04 00:00:00,Salah satu combo terbaik yang harus kalian coba!! #Somethinc  #PakaiSomethinc  #SkincareCowok  ,"#Somethinc , #PakaiSomethinc , #SkincareCowok ",original sound - jasmyn,40,3,6,7,0.45528455284552843,56,"[""combo"", ""terbaik"", ""coba"", ""Somethinc"", ""SkincareCowok"", ""perawatan kulit pria""]"
122700,2025-03-04 00:00:00,Udah pada follow Minthinc belum nih?? #Somethinc  #PakaiSomethinc  #SkincareCowok  ,"#Somethinc , #PakaiSomethinc , #SkincareCowok ",tob tobi tob - wsszx.7,387,5,7,27,0.3471882640586797,426,"[""Somethinc"", ""PakaiSomethinc"", ""SkincareCowok""]"
77100,2025-03-03 00:00:00,Kulit moody pas hamil? No worries karena ada Calm Down Moisturizer🤰💜 #Somethinc  #PakaiSomethinc  #RamadanExtraSeru ,"#Somethinc , #PakaiSomethinc , #RamadanExtraSeru ",original sound - MorningLightMusic,198,2,9,23,0.3009079118028534,232,"[""Somethinc"", ""PakaiSomethinc"", ""Calm Down Moisturizer"", ""Kulit moody"", ""hamil""]"
166400,2025-03-03 00:00:00,Siapa lagi nih yang mau ketemu Minthinc?? #Somethinc  #PakaiSomethinc  #SkincareCowok  ,"#Somethinc , #PakaiSomethinc , #SkincareCowok ",suara asli  - najlaa,698,13,30,49,0.47475961538461536,790,"[""Somethinc"", ""PakaiSomethinc"", ""SkincareCowok""]"
11400,2025-03-03 00:00:00,Skincare Gudie bumil friendly versi Somethinc✨💜 #Somethinc  #PakaiSomethinc  ,"#Somethinc , #PakaiSomethinc ",som original - No-Copy Soundtracks,49,0,3,8,0.5263157894736842,60,"[""Somethinc"", ""PakaiSomethinc"", ""Skincare"", ""bumil"", ""friendly""]"
249000,2025-03-03 00:00:00,"Rekomendasi Lippies untuk Bukber!💋 cus, checkout di keranjang kuning💜 #somethinc  #pakaisomethinc  ","#somethinc , #pakaisomethinc ",Joyful Ramadan - Ramol,1268,33,187,451,0.778714859437751,1939,"[""Somethinc"", ""pakaisomethinc"", ""Lippies"", ""Rekomendasi"", ""Bukber"", ""keranjang kuning""]"
18100,2025-03-03 00:00:00,GIMANA CARA HAPUS LIP GLAZE KALAU SETAHAN INI?! 😱💋 #somethinc  #pakaisomethinc  ,"#somethinc , #pakaisomethinc ",Viral - Aron xxx,66,4,30,10,0.6077348066298343,110,"[""lip glaze"", ""tahan lama"", ""hapus"", ""somethinc"", ""bibir""]"
206900,2025-03-03 00:00:00,Puasa harus tetap tenang & kalem ya Squad✨💜 #Somethinc  #PakaiSomethinc  ,"#Somethinc , #PakaiSomethinc ",Funny - FASSounds,688,11,16,50,0.3697438376027066,765,"[""puasa"", ""tenang"", ""kalem"", ""somethinc"", ""squad""]"
291300,2025-03-03 00:00:00,Kalian punya uang 193 T mau beli apa Squad?🤭 #Somethinc  #PakaiSomethinc  ,"#Somethinc , #PakaiSomethinc ",original sound - yung kai,448,17,39,42,0.18743563336766222,546,"[""uang"", ""beli"", ""somethinc"", ""squad"", ""193 T""]"
